,date,no,state_name,total_confirmed,discharged_migrated,deceased
0,2020-03-10,1,NCT of Delhi,4.0,,
1,2020-03-10,2,Haryana,14.0,,
2,2020-03-10,3,Kerala,9.0,,
3,2020-03-10,4,Rajasthan,2.0,,
4,2020-03-10,5,Telangana,1.0,,
5,2020-03-10,6,Uttar Pradesh,9.0,,
6,2020-03-10,7,Union Territory of Ladakh,2.0,,
7,2020-03-10,8,Tamil Nadu,1.0,,
8,2020-03-10,9,Jammu and Kashmir,1.0,,
9,2020-03-10,10,Punjab,1.0,,
10,2020-03-10,11,Karnataka,1.0,,
11,2020-03-10,12,Maharashtra,2.0,,
12,2020-03-10,1,NCT of Delhi,5.0,,
13,2020-03-10,2,Haryana,14.0,,
14,2020-03-10,3,Kerala,17.0,,
15,2020-03-10,4,Rajasthan,3.0,,
16,2020-03-10,5,Telangana,1.0,,
17,2020-03-10,6,Uttar Pradesh,9.0,,
18,2020-03-10,7,Union Territory of Ladakh,2.0,,
19,2020-03-10,8,Tamil Nadu,1.0,,
20,2020-03-10,9,Jammu and Kashmir,1.0,,
21,2020-03-10,10,Punjab,1.0,,
22,2020-03-10,11,Karnataka,4.0,,
23,2020-03-10,12,Maharashtra,2.0,,
24,2020-03-11,1,NCT of Delhi,6.0,0.0,
25,2020-03-11,2,Haryana,14.0,0.0,
26,2020-03-11,3,Kerala,17.0,3.0,
27,2020-03-11,4,Rajasthan,3.0,0.0,
28,2020-03-11,5,Telangana,1.0,0.0,
29,2020-03-11,6,Uttar Pradesh,11.0,0.0,
30,2020-03-11,7,Union Territory of Ladakh,3.0,0.0,
31,2020-03-11,8,Tamil Nadu,1.0,0.0,
32,2020-03-11,9,Jammu and Kashmir,1.0,0.0,
33,2020-03-11,10,Punjab,1.0,0.0,
34,2020-03-11,11,Karnataka,4.0,0.0,
35,2020-03-11,12,Maharashtra,11.0,0.0,
36,2020-03-11,13,Andhra Pradesh,1.0,0.0,
37,2020-03-12,1,NCT of Delhi,6.0,0.0,
38,2020-03-12,2,Haryana,14.0,0.0,
39,2020-03-12,3,Kerala,17.0,3.0,
40,2020-03-12,4,Rajasthan,3.0,0.0,
41,2020-03-12,5,Telangana,1.0,0.0,
42,2020-03-12,6,Uttar Pradesh,11.0,0.0,
43,2020-03-12,7,Union Territory of Ladakh,3.0,0.0,
44,2020-03-12,8,Tamil Nadu,1.0,0.0,
45,2020-03-12,9,Jammu and Kashmir,1.0,0.0,
46,2020-03-12,10,Punjab,1.0,0.0,
47,2020-03-12,11,Karnataka,4.0,0.0,
48,2020-03-12,12,Maharashtra,11.0,0.0,
49,2020-03-12,13,Andhra Pradesh,1.0,0.0,
50,2020-03-15,1,Andhra Pradesh,1.0,0.0,0.0
51,2020-03-15,2,NCT of Delhi,7.0,2.0,1.0
52,2020-03-15,3,Haryana,14.0,0.0,0.0
53,2020-03-15,4,Karnataka,6.0,0.0,1.0
54,2020-03-15,5,Kerala,22.0,3.0,0.0
55,2020-03-15,6,Maharashtra,32.0,0.0,0.0
56,2020-03-15,7,Punjab,1.0,0.0,0.0
57,2020-03-15,8,Rajasthan,4.0,3.0,0.0
58,2020-03-15,9,Tamil Nadu,1.0,0.0,0.0
59,2020-03-15,10,Telangana,3.0,1.0,0.0
60,2020-03-15,11,Jammu and Kashmir,2.0,0.0,0.0
61,2020-03-15,12,Union Territory of Ladakh,3.0,0.0,0.0
62,2020-03-15,13,Uttar Pradesh,13.0,4.0,0.0
63,2020-03-15,14,Uttarakhand,1.0,0.0,0.0
64,2020-03-16,1,Andhra Pradesh,1.0,0.0,0.0
65,2020-03-16,2,NCT of Delhi,7.0,2.0,1.0
66,2020-03-16,3,Haryana,14.0,0.0,0.0
67,2020-03-16,4,Karnataka,6.0,0.0,1.0
68,2020-03-16,5,Kerala,23.0,3.0,0.0
69,2020-03-16,6,Maharashtra,32.0,0.0,0.0
70,2020-03-16,7,Odisha,1.0,0.0,0.0
71,2020-03-16,8,Punjab,1.0,0.0,0.0
72,2020-03-16,9,Rajasthan,4.0,3.0,0.0
73,2020-03-16,10,Tamil Nadu,1.0,0.0,0.0
74,2020-03-16,11,Telangana,3.0,1.0,0.0
75,2020-03-16,12,Jammu and Kashmir,3.0,0.0,0.0
76,2020-03-16,13,Union Territory of Ladakh,4.0,0.0,0.0
77,2020-03-16,14,Uttar Pradesh,13.0,4.0,0.0
78,2020-03-16,15,Uttarakhand,1.0,0.0,0.0
79,2020-03-17,1,Andhra Pradesh,1.0,0.0,0.0
80,2020-03-17,2,NCT of Delhi,8.0,2.0,1.0
81,2020-03-17,3,Haryana,15.0,0.0,0.0
82,2020-03-17,4,Karnataka,11.0,0.0,1.0
83,2020-03-17,5,Kerala,26.0,3.0,0.0
84,2020-03-17,6,Maharashtra,39.0,0.0,1.0
85,2020-03-17,7,Odisha,1.0,0.0,0.0
86,2020-03-17,8,Punjab,1.0,0.0,0.0
87,2020-03-17,9,Rajasthan,4.0,3.0,0.0
88,2020-03-17,10,Tamil Nadu,1.0,0.0,0.0
89,2020-03-17,11,Telangana,5.0,1.0,0.0
90,2020-03-17,12,Jammu and Kashmir,3.0,0.0,0.0
91,2020-03-17,13,Union Territory of Ladakh,6.0,0.0,0.0
92,2020-03-17,14,Uttar Pradesh,15.0,5.0,0.0
93,2020-03-17,15,Uttarakhand,1.0,0.0,0.0
94,2020-03-18,1,Andhra Pradesh,1.0,0.0,0.0
95,2020-03-18,2,NCT of Delhi,10.0,2.0,1.0
96,2020-03-18,3,Haryana,17.0,0.0,0.0
97,2020-03-18,4,Karnataka,11.0,0.0,1.0
98,2020-03-18,5,Kerala,27.0,3.0,0.0
99,2020-03-18,6,Maharashtra,42.0,0.0,1.0
100,2020-03-18,7,Odisha,1.0,0.0,0.0
101,2020-03-18,8,Puducherry,1.0,0.0,0.0
102,2020-03-18,9,Punjab,1.0,0.0,0.0
103,2020-03-18,10,Rajasthan,4.0,3.0,0.0
104,2020-03-18,11,Tamil Nadu,1.0,0.0,0.0
105,2020-03-18,12,Telangana,6.0,1.0,0.0
106,2020-03-18,13,Jammu and Kashmir,3.0,0.0,0.0
107,2020-03-18,14,Union Territory of Ladakh,8.0,0.0,0.0
108,2020-03-18,15,Uttar Pradesh,16.0,5.0,0.0
109,2020-03-18,16,Uttarakhand,1.0,0.0,0.0
110,2020-03-18,17,West Bengal,1.0,0.0,0.0
111,2020-03-19,1,Andhra Pradesh,2.0,0.0,0.0
112,2020-03-19,2,Chhattisgarh,1.0,0.0,0.0
113,2020-03-19,3,NCT of Delhi,12.0,3.0,1.0
114,2020-03-19,4,Haryana,17.0,0.0,0.0
115,2020-03-19,5,Karnataka,14.0,0.0,1.0
116,2020-03-19,6,Kerala,27.0,3.0,0.0
117,2020-03-19,7,Maharashtra,47.0,0.0,1.0
118,2020-03-19,8,Odisha,1.0,0.0,0.0
119,2020-03-19,9,Puducherry,1.0,0.0,0.0
120,2020-03-19,10,Punjab,2.0,0.0,1.0
121,2020-03-19,11,Rajasthan,7.0,3.0,0.0
122,2020-03-19,12,Tamil Nadu,2.0,1.0,0.0
123,2020-03-19,13,Telangana,6.0,1.0,0.0
124,2020-03-19,14,Chandigarh,1.0,0.0,0.0
125,2020-03-19,15,Jammu and Kashmir,4.0,0.0,0.0
126,2020-03-19,16,Union Territory of Ladakh,8.0,0.0,0.0
127,2020-03-19,17,Uttar Pradesh,19.0,9.0,0.0
128,2020-03-19,18,Uttarakhand,1.0,0.0,0.0
129,2020-03-19,19,West Bengal,1.0,0.0,0.0
130,2020-03-20,1,Andhra Pradesh,3.0,0.0,0.0
131,2020-03-20,2,Chhattisgarh,1.0,0.0,0.0
132,2020-03-20,3,NCT of Delhi,17.0,5.0,1.0
133,2020-03-20,4,Gujarat,5.0,0.0,0.0
134,2020-03-20,5,Haryana,17.0,0.0,0.0
135,2020-03-20,6,Karnataka,15.0,1.0,1.0
136,2020-03-20,7,Kerala,28.0,3.0,0.0
137,2020-03-20,8,Maharashtra,52.0,0.0,1.0
138,2020-03-20,9,Odisha,2.0,0.0,0.0
139,2020-03-20,10,Puducherry,1.0,0.0,0.0
140,2020-03-20,11,Punjab,2.0,0.0,1.0
141,2020-03-20,12,Rajasthan,17.0,3.0,0.0
142,2020-03-20,13,Tamil Nadu,3.0,1.0,0.0
143,2020-03-20,14,Telangana,17.0,1.0,0.0
144,2020-03-20,15,Chandigarh,1.0,0.0,0.0
145,2020-03-20,16,Jammu and Kashmir,4.0,0.0,0.0
146,2020-03-20,17,Union Territory of Ladakh,10.0,0.0,0.0
147,2020-03-20,18,Uttar Pradesh,23.0,9.0,0.0
148,2020-03-20,19,Uttarakhand,3.0,0.0,0.0
149,2020-03-20,20,West Bengal,2.0,0.0,0.0
150,2020-03-21,1,Andhra Pradesh,3.0,0.0,0.0
151,2020-03-21,2,Chhattisgarh,1.0,0.0,0.0
152,2020-03-21,3,NCT of Delhi,26.0,5.0,1.0
153,2020-03-21,4,Gujarat,7.0,0.0,0.0
154,2020-03-21,5,Haryana,17.0,0.0,0.0
155,2020-03-21,6,Himachal Pradesh,2.0,0.0,0.0
156,2020-03-21,7,Karnataka,15.0,1.0,1.0
157,2020-03-21,8,Kerala,40.0,3.0,0.0
158,2020-03-21,9,Madhya Pradesh,4.0,0.0,0.0
159,2020-03-21,10,Maharashtra,63.0,0.0,1.0
160,2020-03-21,11,Odisha,2.0,0.0,0.0
161,2020-03-21,12,Puducherry,1.0,0.0,0.0
162,2020-03-21,13,Punjab,13.0,0.0,1.0
163,2020-03-21,14,Rajasthan,17.0,3.0,0.0
164,2020-03-21,15,Tamil Nadu,3.0,1.0,0.0
165,2020-03-21,16,Telangana,21.0,1.0,0.0
166,2020-03-21,17,Chandigarh,1.0,0.0,0.0
167,2020-03-21,18,Jammu and Kashmir,4.0,0.0,0.0
168,2020-03-21,19,Ladakh,13.0,0.0,0.0
169,2020-03-21,20,Uttar Pradesh,24.0,9.0,0.0
170,2020-03-21,21,Uttarakhand,3.0,0.0,0.0
171,2020-03-21,22,West Bengal,3.0,0.0,0.0
172,2020-03-22,1,Andhra Pradesh,5.0,0.0,0.0
173,2020-03-22,2,Bihar,2.0,0.0,1.0
174,2020-03-22,3,Chhattisgarh,1.0,0.0,0.0
175,2020-03-22,4,NCT of Delhi,29.0,5.0,1.0
176,2020-03-22,5,Gujarat,18.0,0.0,1.0
177,2020-03-22,6,Haryana,21.0,0.0,0.0
178,2020-03-22,7,Himachal Pradesh,2.0,0.0,0.0
179,2020-03-22,8,Karnataka,26.0,2.0,1.0
180,2020-03-22,9,Kerala,52.0,3.0,0.0
181,2020-03-22,10,Madhya Pradesh,4.0,0.0,0.0
182,2020-03-22,11,Maharashtra,67.0,0.0,2.0
183,2020-03-22,12,Odisha,2.0,0.0,0.0
184,2020-03-22,13,Puducherry,1.0,0.0,0.0
185,2020-03-22,14,Punjab,21.0,0.0,1.0
186,2020-03-22,15,Rajasthan,24.0,3.0,0.0
187,2020-03-22,16,Tamil Nadu,7.0,1.0,0.0
188,2020-03-22,17,Telangana,22.0,1.0,0.0
189,2020-03-22,18,Chandigarh,5.0,0.0,0.0
190,2020-03-22,19,Jammu and Kashmir,4.0,0.0,0.0
191,2020-03-22,20,Ladakh,13.0,0.0,0.0
192,2020-03-22,21,Uttar Pradesh,27.0,9.0,0.0
193,2020-03-22,22,Uttarakhand,3.0,0.0,0.0
194,2020-03-22,23,West Bengal,4.0,0.0,0.0
195,2020-03-23,1,Andhra Pradesh,7.0,0.0,0.0
196,2020-03-23,2,Bihar,2.0,0.0,1.0
197,2020-03-23,3,Chhattisgarh,1.0,0.0,0.0
198,2020-03-23,4,NCT of Delhi,29.0,5.0,1.0
199,2020-03-23,5,Gujarat,29.0,0.0,1.0
200,2020-03-23,6,Haryana,26.0,11.0,0.0
201,2020-03-23,7,Himachal Pradesh,3.0,0.0,1.0
202,2020-03-23,8,Karnataka,33.0,2.0,1.0
203,2020-03-23,9,Kerala,67.0,3.0,0.0
204,2020-03-23,10,Madhya Pradesh,6.0,0.0,0.0
205,2020-03-23,11,Maharashtra,74.0,0.0,2.0
206,2020-03-23,12,Odisha,2.0,0.0,0.0
207,2020-03-23,13,Puducherry,1.0,0.0,0.0
208,2020-03-23,14,Punjab,21.0,0.0,1.0
209,2020-03-23,15,Rajasthan,28.0,3.0,0.0
210,2020-03-23,16,Tamil Nadu,9.0,1.0,0.0
211,2020-03-23,17,Telangana,32.0,1.0,0.0
212,2020-03-23,18,Chandigarh,6.0,0.0,0.0
213,2020-03-23,19,Jammu and Kashmir,4.0,0.0,0.0
214,2020-03-23,20,Ladakh,13.0,0.0,0.0
215,2020-03-23,21,Uttar Pradesh,31.0,9.0,0.0
216,2020-03-23,22,Uttarakhand,3.0,0.0,0.0
217,2020-03-23,23,West Bengal,7.0,0.0,1.0
218,2020-03-24,1,Andhra Pradesh,8.0,0.0,0.0
219,2020-03-24,2,Bihar,3.0,0.0,1.0
220,2020-03-24,3,Chhattisgarh,1.0,0.0,0.0
221,2020-03-24,4,NCT of Delhi,30.0,6.0,2.0
222,2020-03-24,5,Gujarat,33.0,0.0,1.0
223,2020-03-24,6,Haryana,28.0,11.0,0.0
224,2020-03-24,7,Himachal Pradesh,3.0,0.0,1.0
225,2020-03-24,8,Karnataka,37.0,3.0,1.0
226,2020-03-24,9,Kerala,95.0,4.0,0.0
227,2020-03-24,10,Madhya Pradesh,7.0,0.0,0.0
228,2020-03-24,11,Maharashtra,89.0,0.0,2.0
229,2020-03-24,12,Manipur,1.0,0.0,0.0
230,2020-03-24,13,Odisha,2.0,0.0,0.0
231,2020-03-24,14,Puducherry,1.0,0.0,0.0
232,2020-03-24,15,Punjab,29.0,0.0,1.0
233,2020-03-24,16,Rajasthan,32.0,3.0,0.0
234,2020-03-24,17,Tamil Nadu,15.0,1.0,0.0
235,2020-03-24,18,Telangana,35.0,1.0,0.0
236,2020-03-24,19,Chandigarh,7.0,0.0,0.0
237,2020-03-24,20,Jammu and Kashmir,4.0,0.0,0.0
238,2020-03-24,21,Ladakh,13.0,0.0,0.0
239,2020-03-24,22,Uttar Pradesh,33.0,11.0,0.0
240,2020-03-24,23,Uttarakhand,4.0,0.0,0.0
241,2020-03-24,24,West Bengal,9.0,0.0,1.0
242,2020-03-25,1,Andhra Pradesh,9.0,1.0,0.0
243,2020-03-25,2,Bihar,4.0,0.0,1.0
244,2020-03-25,3,Chhattisgarh,1.0,0.0,0.0
245,2020-03-25,4,NCT of Delhi,31.0,6.0,1.0
246,2020-03-25,5,Gujarat,38.0,0.0,1.0
247,2020-03-25,6,Haryana,28.0,11.0,0.0
248,2020-03-25,7,Himachal Pradesh,3.0,0.0,1.0
249,2020-03-25,8,Karnataka,41.0,3.0,1.0
250,2020-03-25,9,Kerala,109.0,4.0,0.0
251,2020-03-25,10,Madhya Pradesh,14.0,0.0,0.0
252,2020-03-25,11,Maharashtra,128.0,1.0,3.0
253,2020-03-25,12,Manipur,1.0,0.0,0.0
254,2020-03-25,13,Mizoram,1.0,0.0,0.0
255,2020-03-25,14,Odisha,2.0,0.0,0.0
256,2020-03-25,15,Puducherry,1.0,0.0,0.0
257,2020-03-25,16,Punjab,29.0,0.0,1.0
258,2020-03-25,17,Rajasthan,36.0,3.0,0.0
259,2020-03-25,18,Tamil Nadu,18.0,1.0,0.0
260,2020-03-25,19,Telangana,35.0,1.0,0.0
261,2020-03-25,20,Chandigarh,7.0,0.0,0.0
262,2020-03-25,21,Jammu and Kashmir,7.0,1.0,0.0
263,2020-03-25,22,Ladakh,13.0,0.0,0.0
264,2020-03-25,23,Uttar Pradesh,37.0,11.0,0.0
265,2020-03-25,24,Uttarakhand,4.0,0.0,0.0
266,2020-03-25,25,West Bengal,9.0,0.0,1.0
267,2020-03-26,1,Andaman and Nicobar,1.0,0.0,0.0
268,2020-03-26,2,Andhra Pradesh,11.0,1.0,0.0
269,2020-03-26,3,Bihar,6.0,0.0,1.0
270,2020-03-26,4,Chandigarh,7.0,0.0,0.0
271,2020-03-26,5,Chhattisgarh,6.0,0.0,0.0
272,2020-03-26,6,NCT of Delhi,36.0,6.0,1.0
273,2020-03-26,7,Goa,3.0,0.0,0.0
274,2020-03-26,8,Gujarat,43.0,0.0,3.0
275,2020-03-26,9,Haryana,30.0,11.0,0.0
276,2020-03-26,10,Himachal Pradesh,3.0,0.0,1.0
277,2020-03-26,11,Jammu and Kashmir,13.0,1.0,0.0
278,2020-03-26,12,Karnataka,55.0,3.0,2.0
279,2020-03-26,13,Kerala,118.0,6.0,0.0
280,2020-03-26,14,Ladakh,13.0,0.0,0.0
281,2020-03-26,15,Madhya Pradesh,20.0,0.0,1.0
282,2020-03-26,16,Maharashtra,124.0,1.0,3.0
283,2020-03-26,17,Manipur,1.0,0.0,0.0
284,2020-03-26,18,Mizoram,1.0,0.0,0.0
285,2020-03-26,19,Odisha,2.0,0.0,0.0
286,2020-03-26,20,Puducherry,1.0,0.0,0.0
287,2020-03-26,21,Punjab,33.0,0.0,1.0
288,2020-03-26,22,Rajasthan,41.0,3.0,0.0
289,2020-03-26,23,Tamil Nadu,26.0,1.0,1.0
290,2020-03-26,24,Telangana,44.0,1.0,0.0
291,2020-03-26,25,Uttarakhand,5.0,0.0,0.0
292,2020-03-26,26,Uttar Pradesh,41.0,11.0,0.0
293,2020-03-26,27,West Bengal,10.0,0.0,1.0
294,2020-03-27,1,Andaman and Nicobar,1.0,0.0,0.0
295,2020-03-27,2,Andhra Pradesh,12.0,1.0,0.0
296,2020-03-27,3,Bihar,6.0,0.0,1.0
297,2020-03-27,4,Chandigarh,7.0,0.0,0.0
298,2020-03-27,5,Chhattisgarh,6.0,0.0,0.0
299,2020-03-27,6,NCT of Delhi,36.0,6.0,1.0
300,2020-03-27,7,Goa,3.0,0.0,0.0
301,2020-03-27,8,Gujarat,43.0,0.0,3.0
302,2020-03-27,9,Haryana,30.0,11.0,0.0
303,2020-03-27,10,Himachal Pradesh,3.0,0.0,1.0
304,2020-03-27,11,Jammu and Kashmir,13.0,1.0,1.0
305,2020-03-27,12,Karnataka,55.0,3.0,2.0
306,2020-03-27,13,Kerala,137.0,11.0,0.0
307,2020-03-27,14,Ladakh,13.0,3.0,0.0
308,2020-03-27,15,Madhya Pradesh,20.0,0.0,1.0
309,2020-03-27,16,Maharashtra,130.0,15.0,4.0
310,2020-03-27,17,Manipur,1.0,0.0,0.0
311,2020-03-27,18,Mizoram,1.0,0.0,0.0
312,2020-03-27,19,Odisha,2.0,0.0,0.0
313,2020-03-27,20,Puducherry,1.0,0.0,0.0
314,2020-03-27,21,Punjab,33.0,0.0,1.0
315,2020-03-27,22,Rajasthan,41.0,3.0,0.0
316,2020-03-27,23,Tamil Nadu,29.0,1.0,1.0
317,2020-03-27,24,Telangana,45.0,1.0,0.0
